Series Name,Country Name,Year,Value
AGR,Panama,2018 [YR2018],14.21000004
AGR,Papua New Guinea,2018 [YR2018],57.31999969
AGR,Paraguay,2018 [YR2018],20.07999992
AGR,Peru,2018 [YR2018],27.79000092
AGR,Philippines,2018 [YR2018],24.29000092
AGR,Poland,2018 [YR2018],9.619999886
AGR,Portugal,2018 [YR2018],6.039999962
AGR,Puerto Rico,2018 [YR2018],1.100000024
AGR,Qatar,2018 [YR2018],1.210000038
AGR,Romania,2018 [YR2018],22.30999947
AGR,Russian Federation,2018 [YR2018],5.880000114
AGR,Rwanda,2018 [YR2018],63.34999847
AGR,Samoa,2018 [YR2018],30.85000038
AGR,San Marino,2018 [YR2018],..
AGR,Sao Tome and Principe,2018 [YR2018],19.61000061
AGR,Saudi Arabia,2018 [YR2018],2.519999981
AGR,Senegal,2018 [YR2018],30.82999992
AGR,Serbia,2018 [YR2018],15.93000031
AGR,Seychelles,2018 [YR2018],..
AGR,Sierra Leone,2018 [YR2018],55.36000061
AGR,Singapore,2018 [YR2018],0.059999999
AGR,Sint Maarten (Dutch part),2018 [YR2018],..
AGR,Slovak Republic,2018 [YR2018],2.289999962
AGR,Slovenia,2018 [YR2018],5.480000019
AGR,Solomon Islands,2018 [YR2018],37.90999985
AGR,Somalia,2018 [YR2018],80.48999786
AGR,South Africa,2018 [YR2018],5.159999847
AGR,South Sudan,2018 [YR2018],60.84000015
AGR,Spain,2018 [YR2018],4.199999809
AGR,Sri Lanka,2018 [YR2018],25.5
AGR,St. Kitts and Nevis,2018 [YR2018],..
AGR,St. Lucia,2018 [YR2018],11.35000038
AGR,St. Vincent and the Grenadines,2018 [YR2018],10.31999969
AGR,Sudan,2018 [YR2018],38.95000076
AGR,Suriname,2018 [YR2018],8.020000458
AGR,Sweden,2018 [YR2018],1.730000019
AGR,Switzerland,2018 [YR2018],3.029999971
AGR,Syrian Arab Republic,2018 [YR2018],10.65999985
AGR,Tajikistan,2018 [YR2018],45.75999832
AGR,Tanzania,2018 [YR2018],65.66999817
AGR,Thailand,2018 [YR2018],32.13999939
AGR,Timor-Leste,2018 [YR2018],40.54000092
AGR,Togo,2018 [YR2018],33.09999847
AGR,Tonga,2018 [YR2018],19.85000038
AGR,Trinidad and Tobago,2018 [YR2018],3.109999895
AGR,Tunisia,2018 [YR2018],14.27999973
AGR,Turkiye,2018 [YR2018],18.43000031
AGR,Turkmenistan,2018 [YR2018],21.69000053
AGR,Turks and Caicos Islands,2018 [YR2018],..
AGR,Tuvalu,2018 [YR2018],..
AGR,Uganda,2018 [YR2018],72.44999695
AGR,Ukraine,2018 [YR2018],14.42000008
AGR,United Arab Emirates,2018 [YR2018],1.460000038
AGR,United Kingdom,2018 [YR2018],1.070000052
AGR,United States,2018 [YR2018],1.370000005
AGR,Uruguay,2018 [YR2018],8.359999657
AGR,Uzbekistan,2018 [YR2018],26.64999962
AGR,Vanuatu,2018 [YR2018],57.63999939
AGR,"Venezuela, RB",2018 [YR2018],7.539999962
AGR,Vietnam,2018 [YR2018],38.70000076
AGR,Virgin Islands (U.S.),2018 [YR2018],1.970000029
AGR,West Bank and Gaza,2018 [YR2018],6.320000172
AGR,World,2018 [YR2018],27.20551492
AGR,"Yemen, Rep.",2018 [YR2018],28.30999947
AGR,Zambia,2018 [YR2018],50.11000061
AGR,Zimbabwe,2018 [YR2018],66.01999664
AGR,Afghanistan,2019 [YR2019],42.5
AGR,Albania,2019 [YR2019],36.41999817
AGR,Algeria,2019 [YR2019],9.600000381
AGR,Angola,2019 [YR2019],50.72999954
AGR,Argentina,2019 [YR2019],0.059999999
AGR,Armenia,2019 [YR2019],24.04999924
AGR,Australia,2019 [YR2019],2.559999943
AGR,Austria,2019 [YR2019],3.660000086
AGR,Azerbaijan,2019 [YR2019],36
AGR,"Bahamas, The",2019 [YR2019],2.200000048
AGR,Bahrain,2019 [YR2019],0.939999998
AGR,Bangladesh,2019 [YR2019],38.29999924
AGR,Barbados,2019 [YR2019],2.650000095
AGR,Belarus,2019 [YR2019],11.06000042
AGR,Belgium,2019 [YR2019],0.920000017
AGR,Belize,2019 [YR2019],16.79999924
AGR,Benin,2019 [YR2019],38.27000046
AGR,Bhutan,2019 [YR2019],55.77999878
AGR,Bolivia,2019 [YR2019],30.54000092
AGR,Bosnia and Herzegovina,2019 [YR2019],17.95999908
AGR,Botswana,2019 [YR2019],19.89999962
AGR,Brazil,2019 [YR2019],9.079999924
AGR,Brunei Darussalam,2019 [YR2019],1.950000048
AGR,Bulgaria,2019 [YR2019],6.619999886
AGR,Burkina Faso,2019 [YR2019],26.20999908
AGR,Burundi,2019 [YR2019],86.20999908
AGR,Cabo Verde,2019 [YR2019],10.60000038
AGR,Cambodia,2019 [YR2019],34.52999878
AGR,Cameroon,2019 [YR2019],43.49000168
AGR,Canada,2019 [YR2019],1.50999999
AGR,Cayman Islands,2019 [YR2019],..
AGR,Central African Republic,2019 [YR2019],69.84999847
AGR,Chad,2019 [YR2019],75.05999756
AGR,Channel Islands,2019 [YR2019],2.619999886
AGR,Chile,2019 [YR2019],8.979999542
AGR,China,2019 [YR2019],25.32999992
AGR,Colombia,2019 [YR2019],15.77000046
AGR,Comoros,2019 [YR2019],34.38000107
AGR,"Congo, Dem. Rep.",2019 [YR2019],64.30000305
AGR,"Congo, Rep.",2019 [YR2019],33.52999878
AGR,Costa Rica,2019 [YR2019],11.97000027
AGR,Cote d'Ivoire,2019 [YR2019],40.15000153
AGR,Croatia,2019 [YR2019],6.190000057
AGR,Cuba,2019 [YR2019],17.39999962
AGR,Curacao,2019 [YR2019],..
AGR,Cyprus,2019 [YR2019],2.410000086
AGR,Czechia,2019 [YR2019],2.660000086
AGR,Denmark,2019 [YR2019],2.220000029
AGR,Djibouti,2019 [YR2019],24.54999924
AGR,Dominica,2019 [YR2019],..
AGR,Dominican Republic,2019 [YR2019],8.779999733
AGR,Ecuador,2019 [YR2019],29.73999977
AGR,"Egypt, Arab Rep.",2019 [YR2019],20.62000084
AGR,El Salvador,2019 [YR2019],16.29000092
AGR,Equatorial Guinea,2019 [YR2019],39.50999832
AGR,Eritrea,2019 [YR2019],63.11999893
AGR,Estonia,2019 [YR2019],3.170000076
AGR,Eswatini,2019 [YR2019],12.14999962
AGR,Ethiopia,2019 [YR2019],66.62999725
AGR,Faroe Islands,2019 [YR2019],..
AGR,Fiji,2019 [YR2019],17.61000061
AGR,Finland,2019 [YR2019],3.779999971
AGR,France,2019 [YR2019],2.529999971
AGR,French Polynesia,2019 [YR2019],6.829999924
AGR,Gabon,2019 [YR2019],29.95999908
AGR,"Gambia, The",2019 [YR2019],27.03000069
AGR,Georgia,2019 [YR2019],38.15000153
AGR,Germany,2019 [YR2019],1.210000038
AGR,Ghana,2019 [YR2019],29.75
AGR,Gibraltar,2019 [YR2019],..
AGR,Greece,2019 [YR2019],11.60000038
AGR,Guam,2019 [YR2019],0.230000004
AGR,Guatemala,2019 [YR2019],31.29999924
AGR,Guinea,2019 [YR2019],60.65000153
AGR,Guinea-Bissau,2019 [YR2019],60.47999954
AGR,Guyana,2019 [YR2019],15.43999958
AGR,Haiti,2019 [YR2019],29.03000069
AGR,Honduras,2019 [YR2019],29.48999977
AGR,"Hong Kong SAR, China",2019 [YR2019],0.170000002
AGR,Hungary,2019 [YR2019],4.71999979
AGR,Iceland,2019 [YR2019],4.039999962
AGR,India,2019 [YR2019],42.59999847
AGR,Indonesia,2019 [YR2019],28.5
AGR,"Iran, Islamic Rep.",2019 [YR2019],17.37000084
AGR,Iraq,2019 [YR2019],18.27000046
AGR,Ireland,2019 [YR2019],4.429999828
AGR,Isle of Man,2019 [YR2019],..
AGR,Israel,2019 [YR2019],0.920000017
AGR,Italy,2019 [YR2019],3.890000105
AGR,Jamaica,2019 [YR2019],15.22000027
AGR,Japan,2019 [YR2019],3.380000114
AGR,Jordan,2019 [YR2019],2.470000029
AGR,Kazakhstan,2019 [YR2019],14.85999966
AGR,Kenya,2019 [YR2019],54.34000015
AGR,Kiribati,2019 [YR2019],..
AGR,"Korea, Dem. People's Rep.",2019 [YR2019],43.81999969
AGR,"Korea, Rep.",2019 [YR2019],5.139999866
AGR,Kosovo,2019 [YR2019],..
AGR,Kuwait,2019 [YR2019],1.779999971
AGR,Kyrgyz Republic,2019 [YR2019],19.31999969
AGR,Lao PDR,2019 [YR2019],61.43999863
AGR,Latvia,2019 [YR2019],7.289999962
AGR,Lebanon,2019 [YR2019],11.31999969
AGR,Lesotho,2019 [YR2019],44.29999924
AGR,Liberia,2019 [YR2019],42.61999893
AGR,Libya,2019 [YR2019],16.40999985
AGR,Liechtenstein,2019 [YR2019],..
AGR,Lithuania,2019 [YR2019],6.440000057
AGR,Luxembourg,2019 [YR2019],0.680000007
AGR,"Macao SAR, China",2019 [YR2019],0.400000006
AGR,Madagascar,2019 [YR2019],64.12000275
AGR,Malawi,2019 [YR2019],76.36000061
AGR,Malaysia,2019 [YR2019],10.27999973
AGR,Maldives,2019 [YR2019],8.319999695
AGR,Mali,2019 [YR2019],62.43999863
AGR,Malta,2019 [YR2019],1.019999981
AGR,Marshall Islands,2019 [YR2019],..
AGR,Mauritania,2019 [YR2019],30.82999992
AGR,Mauritius,2019 [YR2019],5.96999979
AGR,Mexico,2019 [YR2019],12.47999954
AGR,"Micronesia, Fed. Sts.",2019 [YR2019],..
AGR,Moldova,2019 [YR2019],20.95999908
AGR,Monaco,2019 [YR2019],..
AGR,Mongolia,2019 [YR2019],25.31999969
AGR,Montenegro,2019 [YR2019],7.150000095
AGR,Morocco,2019 [YR2019],33.25
AGR,Mozambique,2019 [YR2019],70.22000122
AGR,Myanmar,2019 [YR2019],48.84999847
AGR,Namibia,2019 [YR2019],21.85000038
AGR,Nauru,2019 [YR2019],..
AGR,Nepal,2019 [YR2019],64.37999725
AGR,Netherlands,2019 [YR2019],2.079999924
AGR,New Caledonia,2019 [YR2019],1.870000005
AGR,New Zealand,2019 [YR2019],5.840000153
AGR,Nicaragua,2019 [YR2019],30.60000038
AGR,Niger,2019 [YR2019],72.54000092
AGR,Nigeria,2019 [YR2019],34.97000122
AGR,North Macedonia,2019 [YR2019],13.92000008
AGR,Northern Mariana Islands,2019 [YR2019],..
AGR,Norway,2019 [YR2019],2.039999962
AGR,Oman,2019 [YR2019],3.99000001
AGR,Pakistan,2019 [YR2019],36.91999817
AGR,Palau,2019 [YR2019],..
AGR,Panama,2019 [YR2019],14.40999985
AGR,Papua New Guinea,2019 [YR2019],56.15000153
AGR,Paraguay,2019 [YR2019],18.71999931
AGR,Peru,2019 [YR2019],27.37000084
AGR,Philippines,2019 [YR2019],22.86000061
AGR,Poland,2019 [YR2019],9.149999619
AGR,Portugal,2019 [YR2019],5.5
AGR,Puerto Rico,2019 [YR2019],1.090000033
AGR,Qatar,2019 [YR2019],1.169999957
AGR,Romania,2019 [YR2019],21.23999977
AGR,Russian Federation,2019 [YR2019],5.829999924
AGR,Rwanda,2019 [YR2019],62.29000092
AGR,Samoa,2019 [YR2019],30.20999908
AGR,San Marino,2019 [YR2019],..
AGR,Sao Tome and Principe,2019 [YR2019],19.13999939
AGR,Saudi Arabia,2019 [YR2019],2.410000086
AGR,Senegal,2019 [YR2019],30.10000038
AGR,Serbia,2019 [YR2019],15.60999966
AGR,Seychelles,2019 [YR2019],..
AGR,Sierra Leone,2019 [YR2019],54.49000168
AGR,Singapore,2019 [YR2019],0.029999999
AGR,Sint Maarten (Dutch part),2019 [YR2019],..
AGR,Slovak Republic,2019 [YR2019],2.789999962
AGR,Slovenia,2019 [YR2019],4.28000021
AGR,Solomon Islands,2019 [YR2019],37.25999832
AGR,Somalia,2019 [YR2019],80.27999878
AGR,South Africa,2019 [YR2019],5.28000021
AGR,South Sudan,2019 [YR2019],60.38000107
AGR,Spain,2019 [YR2019],4.03000021
AGR,Sri Lanka,2019 [YR2019],24.97999954
AGR,St. Kitts and Nevis,2019 [YR2019],..
AGR,St. Lucia,2019 [YR2019],9.970000267
AGR,St. Vincent and the Grenadines,2019 [YR2019],10.07999992
AGR,Sudan,2019 [YR2019],38.36999893
AGR,Suriname,2019 [YR2019],8.079999924
AGR,Sweden,2019 [YR2019],1.690000057
AGR,Switzerland,2019 [YR2019],2.589999914
AGR,Syrian Arab Republic,2019 [YR2019],10.13000011
AGR,Tajikistan,2019 [YR2019],44.72000122
AGR,Tanzania,2019 [YR2019],65.08999634
AGR,Thailand,2019 [YR2019],31.43000031
AGR,Timor-Leste,2019 [YR2019],39.27999878
AGR,Togo,2019 [YR2019],32.38000107
AGR,Tonga,2019 [YR2019],19.37000084
AGR,Trinidad and Tobago,2019 [YR2019],3.029999971
AGR,Tunisia,2019 [YR2019],13.80000019
AGR,Turkiye,2019 [YR2019],18.11000061
AGR,Turkmenistan,2019 [YR2019],20.68000031
AGR,Turks and Caicos Islands,2019 [YR2019],..
AGR,Tuvalu,2019 [YR2019],..
AGR,Uganda,2019 [YR2019],72.12999725
AGR,Ukraine,2019 [YR2019],13.81999969
AGR,United Arab Emirates,2019 [YR2019],1.389999986
AGR,United Kingdom,2019 [YR2019],1.049999952
AGR,United States,2019 [YR2019],1.360000014
AGR,Uruguay,2019 [YR2019],8.409999847
AGR,Uzbekistan,2019 [YR2019],25.70999908
AGR,Vanuatu,2019 [YR2019],56.77999878
AGR,"Venezuela, RB",2019 [YR2019],7.860000134
AGR,Vietnam,2019 [YR2019],37.22000122
AGR,Virgin Islands (U.S.),2019 [YR2019],1.929999948
AGR,West Bank and Gaza,2019 [YR2019],6.050000191
AGR,World,2019 [YR2019],26.7381981
AGR,"Yemen, Rep.",2019 [YR2019],27.54999924
AGR,Zambia,2019 [YR2019],49.63999939
AGR,Zimbabwe,2019 [YR2019],66.19000244
