name,date,AveragePrice
Milk (semi),01/01/2021,0.83763158
Milk (semi),01/02/2021,0.83912283
Milk (semi),01/03/2021,0.83790696
Milk (semi),01/04/2021,0.83790696
Milk (semi),01/05/2021,0.84527779
Milk (semi),01/06/2021,0.84504133
Milk (semi),01/07/2021,0.84479451
Milk (semi),01/08/2021,0.8508904
Milk (semi),01/09/2021,0.8504861
Milk (semi),01/10/2021,0.85584509
Milk (semi),01/11/2021,0.88131034
Milk (semi),01/12/2021,0.91062498
Milk (semi),01/01/2022,0.91894364
Milk (semi),01/02/2022,0.93961537
Milk (semi),01/03/2022,0.96097898
Milk (semi),01/04/2022,0.981875
Milk (semi),01/05/2022,1.0131035
Milk (semi),01/06/2022,1.0774482
Milk (semi),01/07/2022,1.1422222
Milk (semi),01/08/2022,1.2079577
Milk (semi),01/09/2022,1.2202113
Milk (semi),01/10/2022,1.2814966
Milk (semi),01/11/2022,1.3007747
Potatoes (new),01/01/2001,0.88632232
Potatoes (new),01/02/2001,0.89785713
Potatoes (new),01/03/2001,0.887541
Potatoes (new),01/04/2001,0.91657484
Potatoes (new),01/05/2001,1.0789025
Potatoes (new),01/06/2001,1.1210526
Potatoes (new),01/07/2001,0.80988234
Potatoes (new),01/08/2001,0.71636015
Potatoes (new),01/09/2001,0.69731402
Potatoes (new),01/10/2001,0.75189078
Potatoes (new),01/11/2001,0.81316745
Potatoes (new),01/12/2001,0.89939696
Potatoes (new),01/01/2002,0.94717211
Potatoes (new),01/02/2002,0.96142858
Potatoes (new),01/03/2002,0.95837605
Potatoes (new),01/04/2002,1.0682937
Potatoes (new),01/05/2002,1.0235655
Potatoes (new),01/06/2002,0.80008197
Potatoes (new),01/07/2002,0.73970342
Potatoes (new),01/08/2002,0.68905407
Potatoes (new),01/09/2002,0.69110638
Potatoes (new),01/10/2002,0.73721993
Potatoes (new),01/11/2002,0.81360823
Potatoes (new),01/12/2002,0.91156095
Potatoes (new),01/01/2003,0.9138158
Potatoes (new),01/02/2003,0.92504466
Potatoes (new),01/03/2003,0.91334766
Potatoes (new),01/04/2003,0.963516
Potatoes (new),01/05/2003,0.99521738
Potatoes (new),01/06/2003,0.82657659
Potatoes (new),01/07/2003,0.68036532
Potatoes (new),01/08/2003,0.73657656
Potatoes (new),01/09/2003,0.7504651
Potatoes (new),01/10/2003,0.80948836
Potatoes (new),01/11/2003,0.92111653
Potatoes (new),01/12/2003,1.0512931
Potatoes (new),01/01/2004,1.0689573
Potatoes (new),01/02/2004,1.0615122
Potatoes (new),01/03/2004,1.0751132
Potatoes (new),01/04/2004,1.050678
Potatoes (new),01/05/2004,1.1520321
Potatoes (new),01/06/2004,1.0495939
Potatoes (new),01/07/2004,0.90981483
Potatoes (new),01/08/2004,0.83732396
Potatoes (new),01/09/2004,0.81165922
Potatoes (new),01/10/2004,0.83419049
Potatoes (new),01/11/2004,0.89999998
Potatoes (new),01/12/2004,0.93000001
Potatoes (new),01/01/2005,0.99142855
Potatoes (new),01/02/2005,0.99134409
Potatoes (new),01/03/2005,1.0001905
Potatoes (new),01/04/2005,1.024
Potatoes (new),01/05/2005,0.94926471
Potatoes (new),01/06/2005,0.94806933
Potatoes (new),01/07/2005,0.86488789
Potatoes (new),01/08/2005,0.84057522
Potatoes (new),01/09/2005,0.85265118
Potatoes (new),01/10/2005,0.88820511
Potatoes (new),01/11/2005,0.92292309
Potatoes (new),01/12/2005,0.91412038
Potatoes (new),01/01/2006,0.96799999
Potatoes (new),01/02/2006,0.96009803
Potatoes (new),01/03/2006,0.97427183
Potatoes (new),01/04/2006,0.97962266
Potatoes (new),01/05/2006,1.0925381
Potatoes (new),01/06/2006,1.0506701
Potatoes (new),01/07/2006,0.93521953
Potatoes (new),01/08/2006,0.86261684
Potatoes (new),01/09/2006,0.90793103
Potatoes (new),01/10/2006,0.92477614
Potatoes (new),01/11/2006,1.0176166
Potatoes (new),01/12/2006,1.0676316
Potatoes (new),01/01/2007,1.073351
Potatoes (new),01/02/2007,1.097742
Potatoes (new),01/03/2007,1.0866183
Potatoes (new),01/04/2007,1.1232663
Potatoes (new),01/05/2007,1.206087
Potatoes (new),01/06/2007,1.1097382
Potatoes (new),01/07/2007,0.97437209
Potatoes (new),01/08/2007,0.95834905
Potatoes (new),01/09/2007,0.96436018
Potatoes (new),01/10/2007,0.98225003
Potatoes (new),01/11/2007,1.0563366
Potatoes (new),01/12/2007,1.0988265
Potatoes (new),01/01/2008,1.1187745
Potatoes (new),01/02/2008,1.1242857
Potatoes (new),01/03/2008,1.1457143
Potatoes (new),01/04/2008,1.1467
Potatoes (new),01/05/2008,1.3223649
Potatoes (new),01/06/2008,1.4190155
Potatoes (new),01/07/2008,1.2563595
Potatoes (new),01/08/2008,1.2197235
Potatoes (new),01/09/2008,1.2634434
Potatoes (new),01/10/2008,1.2430434
Potatoes (new),01/11/2008,1.2991625
Potatoes (new),01/12/2008,1.3352736
Potatoes (new),01/01/2009,1.3550754
Potatoes (new),01/02/2009,1.3438462
Potatoes (new),01/03/2009,1.3558115
Potatoes (new),01/04/2009,1.4052105
Potatoes (new),01/05/2009,1.5112414
Potatoes (new),01/06/2009,1.4416071
Potatoes (new),01/07/2009,1.3057837
Potatoes (new),01/08/2009,1.2623233
Potatoes (new),01/09/2009,1.2575384
Potatoes (new),01/10/2009,1.2698969
Potatoes (new),01/11/2009,1.3082384
Potatoes (new),01/12/2009,1.3626882
Potatoes (new),01/01/2010,1.4001554
Potatoes (new),01/02/2010,1.3292613
Potatoes (new),01/03/2010,1.3206215
Potatoes (new),01/04/2010,1.3763388
Potatoes (new),01/05/2010,1.532125
Potatoes (new),01/06/2010,1.8824837
Potatoes (new),01/07/2010,1.6285143
Potatoes (new),01/08/2010,1.6073333
Potatoes (new),01/09/2010,1.46545
Potatoes (new),01/10/2010,1.4475647
Potatoes (new),01/11/2010,1.4966667
Potatoes (new),01/12/2010,1.5490761
Potatoes (new),01/01/2011,1.5589617
Potatoes (new),01/02/2011,1.5052229
Potatoes (new),01/03/2011,1.4928249
Potatoes (new),01/04/2011,1.4972777
Potatoes (new),01/05/2011,1.5959678
Potatoes (new),01/06/2011,1.5603077
Potatoes (new),01/07/2011,1.4308442
Potatoes (new),01/08/2011,1.3917391
Potatoes (new),01/09/2011,1.431658
Potatoes (new),01/10/2011,1.3943843
Potatoes (new),01/11/2011,1.3703518
Potatoes (new),01/12/2011,1.39
Potatoes (new),01/01/2012,1.4697
Potatoes (new),01/02/2012,1.4561749
Potatoes (new),01/03/2012,1.4626237
Potatoes (new),01/04/2012,1.4494792
Potatoes (new),01/05/2012,1.4663889
Potatoes (new),01/06/2012,1.5088555
Potatoes (new),01/07/2012,1.5062921
Potatoes (new),01/08/2012,1.4649132
Potatoes (new),01/09/2012,1.4860804
Potatoes (new),01/10/2012,1.5377436
Potatoes (new),01/11/2012,1.6469607
Potatoes (new),01/12/2012,1.6954082
Potatoes (new),01/01/2013,1.7878673
Potatoes (new),01/02/2013,1.7621739
Potatoes (new),01/03/2013,1.74
Potatoes (new),01/04/2013,1.7542325
Potatoes (new),01/05/2013,1.6796792
Potatoes (new),01/06/2013,1.8204348
Potatoes (new),01/07/2013,1.6917021
Potatoes (new),01/08/2013,1.5445698
Potatoes (new),01/09/2013,1.4333847
Potatoes (new),01/10/2013,1.5026842
Potatoes (new),01/11/2013,1.5673889
Potatoes (new),01/12/2013,1.5827807
Potatoes (new),01/01/2014,1.6991477
Potatoes (new),01/02/2014,1.5944721
Potatoes (new),01/03/2014,1.6521391
Potatoes (new),01/04/2014,1.6455494
Potatoes (new),01/05/2014,1.6061635
Potatoes (new),01/06/2014,1.5926744
Potatoes (new),01/07/2014,1.5293514
Potatoes (new),01/08/2014,1.4800515
Potatoes (new),01/09/2014,1.487487
Potatoes (new),01/10/2014,1.502552
Potatoes (new),01/11/2014,1.5330851
Potatoes (new),01/12/2014,1.6348149
Potatoes (new),01/01/2015,1.6382065
Potatoes (new),01/02/2015,1.6260227
Potatoes (new),01/03/2015,1.6122
Potatoes (new),01/04/2015,1.6406122
Potatoes (new),01/05/2015,1.4619868
Potatoes (new),01/06/2015,1.4860526
Potatoes (new),01/07/2015,1.5534806
Potatoes (new),01/08/2015,1.4172821
Potatoes (new),01/09/2015,1.448254
Potatoes (new),01/10/2015,1.4729474
Potatoes (new),01/11/2015,1.4715054
Potatoes (new),01/12/2015,1.5881215
Potatoes (new),01/01/2016,1.6685976
Potatoes (new),01/02/2016,1.6552202
Potatoes (new),01/03/2016,1.6035795
Potatoes (new),01/04/2016,1.6212651
Potatoes (new),01/05/2016,1.5577612
Potatoes (new),01/06/2016,1.5945523
Potatoes (new),01/07/2016,1.5771676
Potatoes (new),01/08/2016,1.4932258
Potatoes (new),01/09/2016,1.4911675
Potatoes (new),01/10/2016,1.5259204
Potatoes (new),01/11/2016,1.5555172
Potatoes (new),01/12/2016,1.649171
Potatoes (new),01/01/2017,1.7236171
Potatoes (new),01/02/2017,1.7126967
Potatoes (new),01/12/2017,1.571628
Potatoes (new),01/12/2018,1.3764086
Potatoes (new),01/01/2019,1.3908936
Potatoes (new),01/02/2019,1.435923
Potatoes (new),01/03/2019,1.4275
Potatoes (new),01/04/2019,1.4388015
Potatoes (new),01/05/2019,1.3928348
Potatoes (new),01/06/2019,1.4149894
Potatoes (new),01/07/2019,1.4127311
Potatoes (new),01/08/2019,1.3507789
Potatoes (new),01/09/2019,1.3653265
Potatoes (new),01/10/2019,1.3792742
Potatoes (new),01/11/2019,1.3628017
Potatoes (new),01/12/2019,1.376508
Potatoes (new),01/01/2020,1.423878
Potatoes (new),01/02/2020,1.4047081
Potatoes (new),01/03/2020,1.4326824
Potatoes (new),01/04/2020,1.4777124
Potatoes (new),01/05/2020,1.4920425
Potatoes (new),01/06/2020,1.5460702
Potatoes (new),01/07/2020,1.4603184
Potatoes (new),01/08/2020,1.4346651
Potatoes (new),01/09/2020,1.3933185
Potatoes (new),01/10/2020,1.3392462
Potatoes (new),01/11/2020,1.4438393
Potatoes (new),01/12/2020,1.4077142
Potatoes (new),01/01/2021,1.4045963
Potatoes (new),01/02/2021,1.3731012
Potatoes (new),01/03/2021,1.3877715
Potatoes (new),01/04/2021,1.4353462
Potatoes (new),01/05/2021,1.47
Potatoes (new),01/06/2021,1.4341795
Potatoes (new),01/07/2021,1.3966886
Potatoes (new),01/08/2021,1.3427767
Potatoes (new),01/09/2021,1.3250898
Potatoes (new),01/10/2021,1.3349702
Potatoes (new),01/11/2021,1.3143415
Potatoes (new),01/12/2021,1.3875546
Potatoes (new),01/01/2022,1.4377229
Potatoes (new),01/02/2022,1.4238783
Potatoes (new),01/03/2022,1.3894162
Potatoes (new),01/04/2022,1.3748877
Potatoes (new),01/05/2022,1.3585542
Potatoes (new),01/06/2022,1.3727088
Potatoes (new),01/07/2022,1.3739673
Potatoes (new),01/08/2022,1.37006
Potatoes (new),01/09/2022,1.3895088
Potatoes (new),01/10/2022,1.3629435
Potatoes (new),01/11/2022,1.393711
